"Cluster","CO_ID","CI01","CI02","CI06","CI07","CI08","CO_E01","CO_E02","CO_E03","CO_E04","CO_E05","CO_E06","CO_E07","Basicweight"
242,214,5,1,2,1,1,1,"Ibigo by!amashuri y!incuke",0,3,,,,110.882382978723
242,214,5,1,2,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,4,,,,110.882382978723
242,214,5,1,2,1,1,20,"Aho basharija/bakora telefoni",0,3,,,,110.882382978723
242,214,5,1,2,1,1,3,"Ibigo by!amashuri yisumbuye",0,3,,,,110.882382978723
242,214,5,1,2,1,1,9,"Ibitaro",0,5,,,,110.882382978723
242,214,5,1,2,1,1,2,"Ibigo by!amashuri yibanza",0,3,,,,110.882382978723
242,214,5,1,2,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,5,,,,110.882382978723
242,214,5,1,2,1,1,12,"Amashami ya Banki",0,4,,,,110.882382978723
242,214,5,1,2,1,1,16,"Aho abantu babonera Internet",0,0,,,,110.882382978723
243,215,5,2,2,1,1,8,"Poste de sante cg Farumasi",0,1,,,,119.53393373494
243,215,5,2,2,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,6,,,,119.53393373494
243,215,5,2,2,1,1,1,"Ibigo by!amashuri y!incuke",0,0,,,,119.53393373494
243,215,5,2,2,1,1,16,"Aho abantu babonera Internet",2,,2019,1,1,119.53393373494
243,215,5,2,2,1,1,13,"Ibigo by!imari iciriritse",0,1,,,,119.53393373494
243,215,5,2,2,1,1,15,"Ibiro by!iposita",0,38,,,,119.53393373494
243,215,5,2,2,1,1,5,"Aho bategera Bus",0,6,,,,119.53393373494
243,215,5,2,2,1,1,14,"Poste ya polisi",0,3,,,,119.53393373494
243,215,5,2,2,1,1,12,"Amashami ya Banki",0,6,,,,119.53393373494
243,215,5,2,2,1,1,11,"Amakusanyirizo y!amata",0,6,,,,119.53393373494
243,215,5,2,2,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,2,,,,119.53393373494
243,215,5,2,2,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,1,,,,119.53393373494
243,215,5,2,2,1,1,2,"Ibigo by!amashuri yibanza",0,0,,,,119.53393373494
243,215,5,2,2,1,1,22,"Kiliziya/Umusigiti/Urusengero",3,,2000,1,1,119.53393373494
243,215,5,2,2,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,3,,,,119.53393373494
243,215,5,2,2,1,1,10,"Amasoko",1,,2021,3,,119.53393373494
243,215,5,2,2,1,1,9,"Ibitaro",1,,2019,1,1,119.53393373494
243,215,5,2,2,1,1,3,"Ibigo by!amashuri yisumbuye",0,0,,,,119.53393373494
243,215,5,2,2,1,1,6,"Amavuriro y!igenga",0,6,,,,119.53393373494
243,215,5,2,2,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,3,,,,119.53393373494
243,215,5,2,2,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,14,,,,119.53393373494
243,215,5,2,2,1,1,20,"Aho basharija/bakora telefoni",0,6,,,,119.53393373494
243,215,5,2,2,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,38,,,,119.53393373494
244,216,5,2,2,1,1,20,"Aho basharija/bakora telefoni",2,,2021,1,3,50.6682119205298
244,216,5,2,2,1,1,15,"Ibiro by!iposita",0,50,,,,50.6682119205298
244,216,5,2,2,1,1,5,"Aho bategera Bus",0,15,,,,50.6682119205298
244,216,5,2,2,1,1,8,"Poste de sante cg Farumasi",0,8,,,,50.6682119205298
244,216,5,2,2,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,50,,,,50.6682119205298
244,216,5,2,2,1,1,12,"Amashami ya Banki",0,17,,,,50.6682119205298
244,216,5,2,2,1,1,2,"Ibigo by!amashuri yibanza",1,,2000,1,3,50.6682119205298
244,216,5,2,2,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,50,,,,50.6682119205298
244,216,5,2,2,1,1,16,"Aho abantu babonera Internet",0,8,,,,50.6682119205298
244,216,5,2,2,1,1,6,"Amavuriro y!igenga",0,15,,,,50.6682119205298
244,216,5,2,2,1,1,9,"Ibitaro",0,50,,,,50.6682119205298
244,216,5,2,2,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,15,,,,50.6682119205298
244,216,5,2,2,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,10,,,,50.6682119205298
244,216,5,2,2,1,1,13,"Ibigo by!imari iciriritse",0,17,,,,50.6682119205298
244,216,5,2,2,1,1,3,"Ibigo by!amashuri yisumbuye",1,,2009,1,3,50.6682119205298
244,216,5,2,2,1,1,22,"Kiliziya/Umusigiti/Urusengero",6,,2000,2,3,50.6682119205298
244,216,5,2,2,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,50,,,,50.6682119205298
244,216,5,2,2,1,1,10,"Amasoko",0,6,,,,50.6682119205298
244,216,5,2,2,1,1,1,"Ibigo by!amashuri y!incuke",1,,2017,3,,50.6682119205298
244,216,5,2,2,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",3,,2016,1,4,50.6682119205298
244,216,5,2,2,1,1,14,"Poste ya polisi",0,17,,,,50.6682119205298
244,216,5,2,2,1,1,11,"Amakusanyirizo y!amata",0,10,,,,50.6682119205298
244,216,5,2,2,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,50,,,,50.6682119205298
245,217,5,2,1,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,9,,,,15.1000164383562
245,217,5,2,1,1,1,15,"Ibiro by!iposita",0,45,,,,15.1000164383562
245,217,5,2,1,1,1,20,"Aho basharija/bakora telefoni",3,,2012,1,1,15.1000164383562
245,217,5,2,1,1,1,13,"Ibigo by!imari iciriritse",0,0,,,,15.1000164383562
245,217,5,2,1,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,2,,,,15.1000164383562
245,217,5,2,1,1,1,10,"Amasoko",0,0,,,,15.1000164383562
245,217,5,2,1,1,1,6,"Amavuriro y!igenga",1,,1998,1,1,15.1000164383562
245,217,5,2,1,1,1,9,"Ibitaro",0,42,,,,15.1000164383562
245,217,5,2,1,1,1,1,"Ibigo by!amashuri y!incuke",1,,2005,1,1,15.1000164383562
245,217,5,2,1,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,1,,,,15.1000164383562
245,217,5,2,1,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,42,,,,15.1000164383562
245,217,5,2,1,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,2,,,,15.1000164383562
245,217,5,2,1,1,1,16,"Aho abantu babonera Internet",1,,2021,1,1,15.1000164383562
245,217,5,2,1,1,1,8,"Poste de sante cg Farumasi",0,0,,,,15.1000164383562
245,217,5,2,1,1,1,2,"Ibigo by!amashuri yibanza",1,,2005,1,1,15.1000164383562
245,217,5,2,1,1,1,22,"Kiliziya/Umusigiti/Urusengero",1,,1999,1,1,15.1000164383562
245,217,5,2,1,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",2,,2007,1,1,15.1000164383562
245,217,5,2,1,1,1,14,"Poste ya polisi",0,1,,,,15.1000164383562
245,217,5,2,1,1,1,3,"Ibigo by!amashuri yisumbuye",0,1,,,,15.1000164383562
245,217,5,2,1,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,2,,,,15.1000164383562
245,217,5,2,1,1,1,5,"Aho bategera Bus",1,,1998,3,,15.1000164383562
245,217,5,2,1,1,1,11,"Amakusanyirizo y!amata",0,0,,,,15.1000164383562
245,217,5,2,1,1,1,12,"Amashami ya Banki",1,,1996,1,1,15.1000164383562
246,218,5,2,2,1,1,13,"Ibigo by!imari iciriritse",0,3,,,,235.364968421053
246,218,5,2,2,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,0,,,,235.364968421053
246,218,5,2,2,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,25,,,,235.364968421053
246,218,5,2,2,1,1,9,"Ibitaro",0,25,,,,235.364968421053
246,218,5,2,2,1,1,6,"Amavuriro y!igenga",0,3,,,,235.364968421053
246,218,5,2,2,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,10,,,,235.364968421053
246,218,5,2,2,1,1,1,"Ibigo by!amashuri y!incuke",0,1,,,,235.364968421053
246,218,5,2,2,1,1,11,"Amakusanyirizo y!amata",0,10,,,,235.364968421053
246,218,5,2,2,1,1,5,"Aho bategera Bus",0,0,,,,235.364968421053
246,218,5,2,2,1,1,14,"Poste ya polisi",0,3,,,,235.364968421053
246,218,5,2,2,1,1,2,"Ibigo by!amashuri yibanza",0,1,,,,235.364968421053
246,218,5,2,2,1,1,12,"Amashami ya Banki",0,3,,,,235.364968421053
246,218,5,2,2,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,25,,,,235.364968421053
246,218,5,2,2,1,1,8,"Poste de sante cg Farumasi",0,1,,,,235.364968421053
246,218,5,2,2,1,1,15,"Ibiro by!iposita",0,25,,,,235.364968421053
246,218,5,2,2,1,1,10,"Amasoko",0,3,,,,235.364968421053
246,218,5,2,2,1,1,16,"Aho abantu babonera Internet",0,3,,,,235.364968421053
246,218,5,2,2,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,3,,,,235.364968421053
246,218,5,2,2,1,1,3,"Ibigo by!amashuri yisumbuye",0,1,,,,235.364968421053
246,218,5,2,2,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,25,,,,235.364968421053
246,218,5,2,2,1,1,20,"Aho basharija/bakora telefoni",0,1,,,,235.364968421053
246,218,5,2,2,1,1,22,"Kiliziya/Umusigiti/Urusengero",0,0,,,,235.364968421053
246,218,5,2,2,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,40,,,,235.364968421053
247,219,5,2,1,1,1,22,"Kiliziya/Umusigiti/Urusengero",1,,2009,1,1,5.48210979228487
247,219,5,2,1,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,4,,,,5.48210979228487
247,219,5,2,1,1,1,15,"Ibiro by!iposita",0,2,,,,5.48210979228487
247,219,5,2,1,1,1,1,"Ibigo by!amashuri y!incuke",1,,2010,1,1,5.48210979228487
247,219,5,2,1,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,2,,,,5.48210979228487
247,219,5,2,1,1,1,16,"Aho abantu babonera Internet",0,2,,,,5.48210979228487
247,219,5,2,1,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",2,,2004,1,1,5.48210979228487
247,219,5,2,1,1,1,6,"Amavuriro y!igenga",0,2,,,,5.48210979228487
247,219,5,2,1,1,1,13,"Ibigo by!imari iciriritse",0,2,,,,5.48210979228487
247,219,5,2,1,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,1,,,,5.48210979228487
247,219,5,2,1,1,1,10,"Amasoko",0,2,,,,5.48210979228487
247,219,5,2,1,1,1,11,"Amakusanyirizo y!amata",0,3,,,,5.48210979228487
247,219,5,2,1,1,1,12,"Amashami ya Banki",0,2,,,,5.48210979228487
247,219,5,2,1,1,1,3,"Ibigo by!amashuri yisumbuye",0,0,,,,5.48210979228487
247,219,5,2,1,1,1,20,"Aho basharija/bakora telefoni",0,2,,,,5.48210979228487
247,219,5,2,1,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,2,,,,5.48210979228487
247,219,5,2,1,1,1,5,"Aho bategera Bus",0,2,,,,5.48210979228487
247,219,5,2,1,1,1,2,"Ibigo by!amashuri yibanza",0,0,,,,5.48210979228487
247,219,5,2,1,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,1,,,,5.48210979228487
247,219,5,2,1,1,1,8,"Poste de sante cg Farumasi",0,2,,,,5.48210979228487
247,219,5,2,1,1,1,9,"Ibitaro",0,2,,,,5.48210979228487
247,219,5,2,1,1,1,14,"Poste ya polisi",0,1,,,,5.48210979228487
247,219,5,2,1,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,5,,,,5.48210979228487
248,220,5,2,2,1,1,14,"Poste ya polisi",0,6,,,,117.7655625
248,220,5,2,2,1,1,22,"Kiliziya/Umusigiti/Urusengero",0,1,,,,117.7655625
248,220,5,2,2,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,15,,,,117.7655625
248,220,5,2,2,1,1,2,"Ibigo by!amashuri yibanza",0,1,,,,117.7655625
248,220,5,2,2,1,1,20,"Aho basharija/bakora telefoni",0,2,,,,117.7655625
248,220,5,2,2,1,1,12,"Amashami ya Banki",0,10,,,,117.7655625
248,220,5,2,2,1,1,1,"Ibigo by!amashuri y!incuke",0,1,,,,117.7655625
248,220,5,2,2,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,15,,,,117.7655625
248,220,5,2,2,1,1,9,"Ibitaro",0,15,,,,117.7655625
248,220,5,2,2,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,0,,,,117.7655625
248,220,5,2,2,1,1,11,"Amakusanyirizo y!amata",0,6,,,,117.7655625
248,220,5,2,2,1,1,5,"Aho bategera Bus",0,2,,,,117.7655625
248,220,5,2,2,1,1,3,"Ibigo by!amashuri yisumbuye",0,1,,,,117.7655625
248,220,5,2,2,1,1,15,"Ibiro by!iposita",0,15,,,,117.7655625
248,220,5,2,2,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,1,,,,117.7655625
248,220,5,2,2,1,1,10,"Amasoko",0,9,,,,117.7655625
248,220,5,2,2,1,1,8,"Poste de sante cg Farumasi",0,2,,,,117.7655625
248,220,5,2,2,1,1,6,"Amavuriro y!igenga",0,15,,,,117.7655625
248,220,5,2,2,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,1,,,,117.7655625
248,220,5,2,2,1,1,13,"Ibigo by!imari iciriritse",0,1,,,,117.7655625
248,220,5,2,2,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,2,,,,117.7655625
248,220,5,2,2,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,15,,,,117.7655625
248,220,5,2,2,1,1,16,"Aho abantu babonera Internet",0,1,,,,117.7655625
249,221,5,2,1,1,1,8,"Poste de sante cg Farumasi",3,,2021,1,1,8.0922816
249,221,5,2,1,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,0,,,,8.0922816
249,221,5,2,1,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,0,,,,8.0922816
249,221,5,2,1,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,0,,,,8.0922816
249,221,5,2,1,1,1,11,"Amakusanyirizo y!amata",2,,1981,1,1,8.0922816
249,221,5,2,1,1,1,13,"Ibigo by!imari iciriritse",5,,2010,1,1,8.0922816
249,221,5,2,1,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",1,,1976,1,1,8.0922816
249,221,5,2,1,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,0,,,,8.0922816
249,221,5,2,1,1,1,14,"Poste ya polisi",0,1,,,,8.0922816
249,221,5,2,1,1,1,1,"Ibigo by!amashuri y!incuke",1,,2009,1,1,8.0922816
249,221,5,2,1,1,1,6,"Amavuriro y!igenga",0,0,,,,8.0922816
249,221,5,2,1,1,1,10,"Amasoko",0,0,,,,8.0922816
249,221,5,2,1,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",1,,2003,1,1,8.0922816
249,221,5,2,1,1,1,20,"Aho basharija/bakora telefoni",1,,2022,1,1,8.0922816
249,221,5,2,1,1,1,5,"Aho bategera Bus",0,0,,,,8.0922816
249,221,5,2,1,1,1,15,"Ibiro by!iposita",1,,1976,1,1,8.0922816
249,221,5,2,1,1,1,16,"Aho abantu babonera Internet",15,,2009,1,1,8.0922816
249,221,5,2,1,1,1,3,"Ibigo by!amashuri yisumbuye",1,,1954,1,1,8.0922816
249,221,5,2,1,1,1,22,"Kiliziya/Umusigiti/Urusengero",0,0,,,,8.0922816
249,221,5,2,1,1,1,2,"Ibigo by!amashuri yibanza",2,,1954,1,1,8.0922816
249,221,5,2,1,1,1,9,"Ibitaro",1,,1967,1,1,8.0922816
249,221,5,2,1,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",4,,2015,1,4,8.0922816
249,221,5,2,1,1,1,12,"Amashami ya Banki",1,,1996,1,1,8.0922816
250,222,5,2,2,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,10,,,,61.0949142857143
250,222,5,2,2,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,7,,,,61.0949142857143
250,222,5,2,2,1,1,14,"Poste ya polisi",0,10,,,,61.0949142857143
250,222,5,2,2,1,1,12,"Amashami ya Banki",0,7,,,,61.0949142857143
250,222,5,2,2,1,1,16,"Aho abantu babonera Internet",0,7,,,,61.0949142857143
250,222,5,2,2,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,20,,,,61.0949142857143
250,222,5,2,2,1,1,15,"Ibiro by!iposita",0,20,,,,61.0949142857143
250,222,5,2,2,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,7,,,,61.0949142857143
250,222,5,2,2,1,1,5,"Aho bategera Bus",0,5,,,,61.0949142857143
250,222,5,2,2,1,1,20,"Aho basharija/bakora telefoni",0,5,,,,61.0949142857143
250,222,5,2,2,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,20,,,,61.0949142857143
250,222,5,2,2,1,1,10,"Amasoko",0,7,,,,61.0949142857143
250,222,5,2,2,1,1,11,"Amakusanyirizo y!amata",0,11,,,,61.0949142857143
250,222,5,2,2,1,1,9,"Ibitaro",0,20,,,,61.0949142857143
250,222,5,2,2,1,1,6,"Amavuriro y!igenga",0,10,,,,61.0949142857143
250,222,5,2,2,1,1,8,"Poste de sante cg Farumasi",0,5,,,,61.0949142857143
250,222,5,2,2,1,1,3,"Ibigo by!amashuri yisumbuye",0,5,,,,61.0949142857143
250,222,5,2,2,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,20,,,,61.0949142857143
250,222,5,2,2,1,1,2,"Ibigo by!amashuri yibanza",0,5,,,,61.0949142857143
250,222,5,2,2,1,1,22,"Kiliziya/Umusigiti/Urusengero",2,,2006,3,,61.0949142857143
250,222,5,2,2,1,1,13,"Ibigo by!imari iciriritse",0,7,,,,61.0949142857143
250,222,5,2,2,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,20,,,,61.0949142857143
250,222,5,2,2,1,1,1,"Ibigo by!amashuri y!incuke",0,5,,,,61.0949142857143
251,223,5,2,1,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,30,,,,8.45871833333333
251,223,5,2,1,1,1,10,"Amasoko",0,0,,,,8.45871833333333
251,223,5,2,1,1,1,9,"Ibitaro",0,30,,,,8.45871833333333
251,223,5,2,1,1,1,3,"Ibigo by!amashuri yisumbuye",0,0,,,,8.45871833333333
251,223,5,2,1,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,30,,,,8.45871833333333
251,223,5,2,1,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,1,,,,8.45871833333333
251,223,5,2,1,1,1,1,"Ibigo by!amashuri y!incuke",2,,2003,1,1,8.45871833333333
251,223,5,2,1,1,1,2,"Ibigo by!amashuri yibanza",2,,2003,1,1,8.45871833333333
251,223,5,2,1,1,1,6,"Amavuriro y!igenga",0,3,,,,8.45871833333333
251,223,5,2,1,1,1,8,"Poste de sante cg Farumasi",1,,2007,1,1,8.45871833333333
251,223,5,2,1,1,1,11,"Amakusanyirizo y!amata",2,,2021,1,1,8.45871833333333
251,223,5,2,1,1,1,13,"Ibigo by!imari iciriritse",0,0,,,,8.45871833333333
251,223,5,2,1,1,1,20,"Aho basharija/bakora telefoni",0,1,,,,8.45871833333333
251,223,5,2,1,1,1,16,"Aho abantu babonera Internet",0,0,,,,8.45871833333333
251,223,5,2,1,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",1,,2021,2,4,8.45871833333333
251,223,5,2,1,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,30,,,,8.45871833333333
251,223,5,2,1,1,1,5,"Aho bategera Bus",0,0,,,,8.45871833333333
251,223,5,2,1,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,3,,,,8.45871833333333
251,223,5,2,1,1,1,12,"Amashami ya Banki",0,0,,,,8.45871833333333
251,223,5,2,1,1,1,14,"Poste ya polisi",0,3,,,,8.45871833333333
251,223,5,2,1,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,1,,,,8.45871833333333
251,223,5,2,1,1,1,15,"Ibiro by!iposita",0,30,,,,8.45871833333333
251,223,5,2,1,1,1,22,"Kiliziya/Umusigiti/Urusengero",5,,2002,1,1,8.45871833333333
252,224,5,2,1,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,5,,,,8.83617364864865
252,224,5,2,1,1,1,13,"Ibigo by!imari iciriritse",1,,2014,1,1,8.83617364864865
252,224,5,2,1,1,1,8,"Poste de sante cg Farumasi",1,,2021,1,3,8.83617364864865
252,224,5,2,1,1,1,5,"Aho bategera Bus",0,5,,,,8.83617364864865
252,224,5,2,1,1,1,12,"Amashami ya Banki",0,5,,,,8.83617364864865
252,224,5,2,1,1,1,2,"Ibigo by!amashuri yibanza",2,,2015,1,1,8.83617364864865
252,224,5,2,1,1,1,3,"Ibigo by!amashuri yisumbuye",0,5,,,,8.83617364864865
252,224,5,2,1,1,1,11,"Amakusanyirizo y!amata",0,1,,,,8.83617364864865
252,224,5,2,1,1,1,1,"Ibigo by!amashuri y!incuke",3,,2014,1,1,8.83617364864865
252,224,5,2,1,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,5,,,,8.83617364864865
252,224,5,2,1,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,9,,,,8.83617364864865
252,224,5,2,1,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,1,,,,8.83617364864865
252,224,5,2,1,1,1,14,"Poste ya polisi",0,6,,,,8.83617364864865
252,224,5,2,1,1,1,15,"Ibiro by!iposita",0,4,,,,8.83617364864865
252,224,5,2,1,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,5,,,,8.83617364864865
252,224,5,2,1,1,1,9,"Ibitaro",0,5,,,,8.83617364864865
252,224,5,2,1,1,1,22,"Kiliziya/Umusigiti/Urusengero",1,,1999,1,1,8.83617364864865
252,224,5,2,1,1,1,10,"Amasoko",0,5,,,,8.83617364864865
252,224,5,2,1,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,5,,,,8.83617364864865
252,224,5,2,1,1,1,16,"Aho abantu babonera Internet",1,,2022,1,1,8.83617364864865
252,224,5,2,1,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,0,,,,8.83617364864865
252,224,5,2,1,1,1,20,"Aho basharija/bakora telefoni",0,5,,,,8.83617364864865
252,224,5,2,1,1,1,6,"Amavuriro y!igenga",0,5,,,,8.83617364864865
255,225,5,3,2,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,43,,,,5.61932387096774
255,225,5,3,2,1,1,16,"Aho abantu babonera Internet",0,3,,,,5.61932387096774
255,225,5,3,2,1,1,14,"Poste ya polisi",1,,1996,1,1,5.61932387096774
255,225,5,3,2,1,1,12,"Amashami ya Banki",1,,1989,1,1,5.61932387096774
255,225,5,3,2,1,1,10,"Amasoko",0,0,,,,5.61932387096774
255,225,5,3,2,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,15,,,,5.61932387096774
255,225,5,3,2,1,1,3,"Ibigo by!amashuri yisumbuye",0,2,,,,5.61932387096774
255,225,5,3,2,1,1,6,"Amavuriro y!igenga",0,10,,,,5.61932387096774
255,225,5,3,2,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,3,,,,5.61932387096774
255,225,5,3,2,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,1,,,,5.61932387096774
255,225,5,3,2,1,1,5,"Aho bategera Bus",0,5,,,,5.61932387096774
255,225,5,3,2,1,1,20,"Aho basharija/bakora telefoni",0,3,,,,5.61932387096774
255,225,5,3,2,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,3,,,,5.61932387096774
255,225,5,3,2,1,1,8,"Poste de sante cg Farumasi",0,3,,,,5.61932387096774
255,225,5,3,2,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,15,,,,5.61932387096774
255,225,5,3,2,1,1,2,"Ibigo by!amashuri yibanza",0,1,,,,5.61932387096774
255,225,5,3,2,1,1,15,"Ibiro by!iposita",0,99,,,,5.61932387096774
255,225,5,3,2,1,1,22,"Kiliziya/Umusigiti/Urusengero",2,,2001,1,1,5.61932387096774
255,225,5,3,2,1,1,11,"Amakusanyirizo y!amata",0,3,,,,5.61932387096774
255,225,5,3,2,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,15,,,,5.61932387096774
255,225,5,3,2,1,1,9,"Ibitaro",0,10,,,,5.61932387096774
255,225,5,3,2,1,1,13,"Ibigo by!imari iciriritse",0,2,,,,5.61932387096774
255,225,5,3,2,1,1,1,"Ibigo by!amashuri y!incuke",1,,2020,1,1,5.61932387096774
256,226,5,3,2,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,2,,,,6.850405
256,226,5,3,2,1,1,16,"Aho abantu babonera Internet",0,15,,,,6.850405
256,226,5,3,2,1,1,1,"Ibigo by!amashuri y!incuke",3,,2018,3,,6.850405
256,226,5,3,2,1,1,10,"Amasoko",0,2,,,,6.850405
256,226,5,3,2,1,1,14,"Poste ya polisi",0,2,,,,6.850405
256,226,5,3,2,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,15,,,,6.850405
256,226,5,3,2,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,15,,,,6.850405
256,226,5,3,2,1,1,15,"Ibiro by!iposita",0,99,,,,6.850405
256,226,5,3,2,1,1,9,"Ibitaro",0,5,,,,6.850405
256,226,5,3,2,1,1,11,"Amakusanyirizo y!amata",1,,2021,1,1,6.850405
256,226,5,3,2,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,4,,,,6.850405
256,226,5,3,2,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,3,,,,6.850405
256,226,5,3,2,1,1,3,"Ibigo by!amashuri yisumbuye",1,,2020,1,1,6.850405
256,226,5,3,2,1,1,5,"Aho bategera Bus",1,,2017,1,1,6.850405
256,226,5,3,2,1,1,20,"Aho basharija/bakora telefoni",2,,2016,1,1,6.850405
256,226,5,3,2,1,1,13,"Ibigo by!imari iciriritse",0,2,,,,6.850405
256,226,5,3,2,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,2,,,,6.850405
256,226,5,3,2,1,1,6,"Amavuriro y!igenga",0,5,,,,6.850405
256,226,5,3,2,1,1,8,"Poste de sante cg Farumasi",1,,2017,1,1,6.850405
256,226,5,3,2,1,1,22,"Kiliziya/Umusigiti/Urusengero",2,,2014,1,1,6.850405
256,226,5,3,2,1,1,12,"Amashami ya Banki",0,2,,,,6.850405
256,226,5,3,2,1,1,2,"Ibigo by!amashuri yibanza",1,,2019,1,1,6.850405
256,226,5,3,2,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,15,,,,6.850405
257,227,5,3,2,1,3,10,"Amasoko",1,,1962,1,1,10.336208
257,227,5,3,2,1,3,14,"Poste ya polisi",0,15,,,,10.336208
